"Exp_date","Embryo_ID","Litter","Genotype1","Stage.t0","Treatment","ES_culture","ESC_line","ESC_genotype","icm.count","D_cells","PRE","EPI","ESC","esc.end"
20190109,"010919Xim_F4_DH1","DH","ko","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",51,"0",1,50,0,"0"
20190109,"010919Xim_F4_DH2","DH","ko","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",30,"0",0,25,0,"0"
20190109,"010919Xim_WT_DJ1","DJ","wt","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",17,"0",14,3,0,"0"
20190109,"010919Xim_WT_DJ10","DJ","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",39,"1",25,13,0,"0"
20190109,"010919Xim_WT_DJ11","DJ","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",38,"1",27,11,0,"0"
20190109,"010919Xim_WT_DJ12","DJ","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",24,"1",18,6,0,"0"
20190109,"010919Xim_WT_DJ2","DJ","wt","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",17,"0",10,6,0,"0"
20190109,"010919Xim_WT_DJ3","DJ","wt","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",16,"0",13,1,0,"0"
20190109,"010919Xim_WT_DJ4","DJ","wt","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",10,"0",9,1,0,"0"
20190109,"010919Xim_WT_DJ5","DJ","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",35,"1",28,7,0,"0"
20190109,"010919Xim_WT_DJ6","DJ","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",29,"1",20,9,0,"0"
20190109,"010919Xim_WT_DK1","DK","wt","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",24,"0",8,12,0,"0"
20190109,"010919Xim_WT_DK12","DK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",15,"3",5,7,0,"0"
20190109,"010919Xim_WT_DK13","DK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",18,"3",1,10,0,"0"
20190109,"010919Xim_WT_DK14","DK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",16,"3",9,7,0,"0"
20190109,"010919Xim_WT_DK2","DK","wt","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",22,"0",12,9,0,"0"
20190109,"010919Xim_WT_DK3","DK","wt","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",7,"0",3,2,0,"0"
20190109,"010919Xim_WT_DK4","DK","wt","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",13,"0",0,4,0,"0"
20190109,"010919Xim_WT_DK5","DK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",27,"3",13,12,0,"0"
20190109,"010919Xim_WT_DK6","DK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",14,"3",1,10,0,"0"
20190109,"010919Xim_WT_DK7","DK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",33,"3",21,12,0,"0"
20190109,"010919Xim_WT_DK9","DK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",24,"3",12,10,0,"0"
20190109,"010919Xim_WT_DL1","DL","wt","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",19,"0",8,8,0,"0"
20190109,"010919Xim_WT_DL10","DL","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",25,"1",11,11,0,"0"
20190109,"010919Xim_WT_DL2","DL","wt","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",14,"0",4,9,0,"0"
20190109,"010919Xim_WT_DL3","DL","wt","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",17,"0",9,8,0,"0"
20190109,"010919Xim_WT_DL4","DL","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",8,"1",3,5,0,"0"
20190109,"010919Xim_WT_DL5","DL","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",29,"1",11,9,0,"0"
20190109,"010919Xim_WT_DL8","DL","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",17,"1",5,8,0,"0"
20190109,"010919Xim_WT_DL9","DL","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",22,"1",10,9,0,"0"
20190109,"010919Xim_WT_DM1","DM","wt","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",6,"0",5,0,0,"0"
20190109,"010919Xim_WT_DM12","DM","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",25,"3",12,10,0,"0"
20190109,"010919Xim_WT_DM2","DM","wt","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",18,"0",12,5,0,"0"
20190109,"010919Xim_WT_DM3","DM","wt","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",9,"0",1,5,0,"0"
20190109,"010919Xim_WT_DN1","DN","wt","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",18,"0",8,6,0,"0"
20190109,"010919Xim_WT_DN2","DN","wt","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",11,"0",0,1,0,"0"
20190109,"010919Xim_WT_DN3","DN","wt","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",11,"0",0,5,0,"0"
20190109,"010919Xim_WT_DN4","DN","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",28,"5",19,8,0,"0"
20190113,"011319Xim_F4_DR1","DR","ko","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",52,"0",0,52,0,"0"
20190113,"011319Xim_F4_DR2","DR","ko","8cell","Control","2i/LIF","CAG:H2B-GFP","no.esc",20,"0",0,20,0,"0"
20190113,"011319Xim_WT_DP4","DP","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",36,"8-12",20,11,0,"0"
20190113,"011319Xim_WT_DQ1","DQ","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",20,"8-12",10,10,0,"0"
20190113,"011319Xim_WT_DQ12","DQ","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",24,"8-12",14,10,0,"0"
20190113,"011319Xim_WT_DQ5","DQ","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",50,"8-12",36,14,0,"0"
20190113,"011319Xim_WT_DQ6","DQ","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",59,"8-12",39,20,0,"0"
20190113,"011319Xim_WT_DQ8","DQ","wt","8cell","Chimera","2i/LIF","CAG:H2B-GFP","wt",35,"8-12",21,13,0,"0"
20190122,"012219Xim_F4_DU1","DU","mosaic","8cell","Control","S/LIF","H2B-tdTomato","no.esc",51,"0",12,39,0,"0"
20190122,"012219Xim_F4_DU2","DU","ko","8cell","Control","S/LIF","H2B-tdTomato","no.esc",66,"0",0,66,0,"0"
20190122,"012219Xim_F4_DU3","DU","fl/ko","8cell","Control","S/LIF","H2B-tdTomato","no.esc",42,"0",16,26,0,"0"
20190225,"022519Xim_F4_ED6","ED","ko","8cell","Chimera","S/LIF","H2B-tdTomato","wt",11,"1",1,9,0,"0"
20190225,"022519Xim_F4_EE1","EE","ko","8cell","Control","2i/LIF","H2B-tdTomato","no.esc",8,"0",0,7,0,"0"
20190225,"022519Xim_F4_EE4","EE","ko","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",26,"1",0,24,0,"0"
20190226,"022619Xim_F4_EF1","EF","ko","8cell","Control","S/LIF","H2B-tdTomato","no.esc",19,"0",0,18,0,"0"
20190226,"022619Xim_F4_EF3","EF","ko","8cell","Control","S/LIF","H2B-tdTomato","no.esc",19,"0",0,19,0,"0"
20190226,"022619Xim_F4_EF4","EF","ko","8cell","Chimera","S/LIF","H2B-tdTomato","wt",48,"2",0,48,0,"0"
20190226,"022619Xim_F4_EG1","EG","ko","8cell","Control","2i/LIF","H2B-tdTomato","no.esc",50,"0",0,46,0,"0"
20190226,"022619Xim_F4_EG2","EG","ko","8cell","Control","2i/LIF","H2B-tdTomato","no.esc",33,"0",1,31,0,"0"
20190226,"022619Xim_F4_EG7","EG","unknown","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",45,"2",1,44,0,"0"
20190226,"022619Xim_F4_EG8","EG","ko","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",61,"2",0,61,0,"0"
20190322,"032219Xim_F4_EH1","EH","ko","8cell","Control","S/LIF","H2B-tdTomato","no.esc",31,"0",0,30,0,"0"
20190322,"032219Xim_F4_EH2","EH","ko","8cell","Control","S/LIF","H2B-tdTomato","no.esc",25,"0",1,24,0,"0"
20190520,"052019Xim_F4_EM1","EM","ko","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",15,"0",1,13,0,"0"
20190520,"052019Xim_F4_EM2","EM","ko","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",32,"0",0,32,0,"0"
20190520,"052019Xim_F4_EN1","EN","ko","8cell","Control","S/LIF","CAG:H2B-GFP","no.esc",24,"0",1,23,0,"0"
20190618,"061819Xim_F4_EP2","EP","ko","8cell","Chimera","S/LIF","F103_CAG:H2B-GFP-B2","het",29,"8-12",1,21,0,"0"
20190620,"062019Xim_F4_ET1","ET","ko","8cell","Control","S/LIF","F103_CAG:H2B-GFP-B2","no.esc",40,"0",0,37,0,"0"
20190620,"062019Xim_F4_ET7","ET","ko","8cell","Chimera","S/LIF","F103_CAG:H2B-GFP-B2","het",45,"8-12",0,43,0,"0"
20160202,"020216Xim_F4KO_L2","L","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",38,"5",7,16,11,"2x"
20160202,"020216Xim_JK1","JK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",28,"5",12,7,5,"1x"
20160202,"020216Xim_JK2","JK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",31,"5",16,6,2,"0.5x"
20160202,"020216Xim_JK3","JK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",26,"5",10,2,9,"1x"
20160202,"020216Xim_JK4","JK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",30,"5",19,2,6,"1x"
20160202,"020216Xim_JK5","JK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",29,"5",17,5,4,"0.5x"
20160202,"020216Xim_JK6","JK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",24,"5",10,3,8,"1x"
20160202,"020216Xim_JK7","JK","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",31,"5",20,4,1,"0.5x"
20160203,"020316Xim_MN1","MN","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",27,"8-12",22,2,3,"0.5x"
20160203,"020316Xim_MN2","MN","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",24,"8-12",17,3,4,"0.5x"
20160203,"020316Xim_MN3","MN","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",39,"8-12",23,7,9,"1x"
20160204,"020416Xim_F4KO_O1","O","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",37,"8-12",8,28,1,"0.5x"
20160204,"020416Xim_F4KO_O2","O","fl/ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",55,"8-12",33,1,21,"4x"
20160204,"020416Xim_F4KO_O4","O","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",37,"8-12",8,7,22,"4x"
20160204,"020416Xim_F4KO_O6","O","fl/fl","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",25,"8-12",19,1,5,"1x"
20160204,"020416Xim_F4KO_O7","O","fl/fl","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",29,"8-12",14,7,7,"1x"
20160209,"020916Xim_F4KO_P1","P","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",21,"8-12",4,0,12,"2x"
20160209,"020916Xim_F4KO_P2","P","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",42,"8-12",2,8,22,"4x"
20160209,"020916Xim_F4KO_P3","P","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",63,"8-12",7,1,47,"8x"
20160209,"020916Xim_F4KO_P4","P","fl/ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",30,"8-12",11,0,17,"2x"
20160209,"020916Xim_F4KO_P5","P","fl/ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",33,"8-12",3,13,4,"0.5x"
20160209,"020916Xim_F4KO_P6","P","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",39,"8-12",5,17,13,"2x"
20160209,"020916Xim_F4KO_P7","P","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",52,"8-12",0,0,52,"8x"
20160209,"020916Xim_F4KO_P8","P","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",37,"8-12",9,4,23,"4x"
20160210,"021016Xim_F4KO_Q1","Q","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",39,"8-12",6,5,24,"4x"
20160210,"021016Xim_F4KO_Q2","Q","fl/fl","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",23,"8-12",11,7,2,"0.5x"
20160719,"071816Xim_T10","T","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",36,"8-12",15,0,14,"2x"
20160719,"071816Xim_T11","T","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",25,"8-12",16,0,9,"1x"
20160719,"071816Xim_T12","T","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",31,"8-12",19,0,12,"2x"
20160719,"071816Xim_T3","T","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",38,"8-12",12,5,11,"2x"
20160719,"071816Xim_T6","T","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",36,"8-12",8,0,14,"2x"
20160719,"071816Xim_T7","T","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",27,"8-12",15,4,4,"0.5x"
20160719,"071816Xim_T8","T","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",45,"8-12",14,3,16,"2x"
20160719,"071816Xim_T9","T","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",33,"8-12",5,4,12,"2x"
20160720,"072016Xim_F4KO_U8","U","fl/fl","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",30,"8-12",7,3,16,"2x"
20170331,"033117Xim_F4KO_AC1","AC","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",30,"8-12",11,9,10,"2x"
20170331,"033117Xim_F4KO_AC2","AC","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",23,"8-12",1,15,2,"0.5x"
20170331,"033117Xim_F4KO_AC3","AC","fl/ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",34,"8-12",17,13,4,"0.5x"
20170331,"033117Xim_F4KO_AC4","AC","fl/ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",26,"8-12",6,19,1,"0.5x"
20170331,"033117Xim_F4KO_AC5","AC","fl/fl","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",23,"8-12",12,5,6,"1x"
20170331,"033117Xim_F4KO_AC6","AC","fl/ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",26,"8-12",11,10,5,"1x"
20170405,"040517Xim_F4KO_AD1","AD","fl/fl","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",37,"8-12",1,28,6,"1x"
20170405,"040517Xim_F4KO_AD2","AD","fl/ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",12,"8-12",8,0,4,"0.5x"
20170405,"040517Xim_F4KO_AD3","AD","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",32,"8-12",8,4,20,"4x"
20170407,"040717Xim_F4KO_AE1","AE","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",43,"8-12",5,30,4,"0.5x"
20170407,"040717Xim_F4KO_AE2","AE","fl/ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",33,"8-12",12,13,8,"1x"
20170407,"040717Xim_F4KO_AE5","AE","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",34,"8-12",8,15,7,"1x"
20170407,"040717Xim_F4KO_AE6","AE","fl/ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",48,"8-12",3,27,2,"0.5x"
20170414,"041417Xim_F4KO_AF1","AF","tbd","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",31,"8-12",3,22,4,"0.5x"
20170414,"041417Xim_F4KO_AF3","AF","ko","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",9,"8-12",0,5,2,"0.5x"
20180214,"021418Xim_WT_AU5","AU","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",26,"8-12",7,1,2,"0.5x"
20180214,"021418Xim_WT_AU6","AU","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",33,"8-12",3,5,2,"0.5x"
20180214,"021418Xim_WT_AV3","AV","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",28,"5",9,0,8,"1x"
20180214,"021418Xim_WT_AV4","AV","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",24,"5",6,3,8,"1x"
20180214,"021418Xim_WT_AV5","AV","wt","8cell","Chimera","S/LIF","CAG:H2B-GFP","wt",19,"5",1,0,1,"0.5x"
20180214,"021418Xim_WT_AW10","AW","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",34,"5",9,1,16,"2x"
20180214,"021418Xim_WT_AW11","AW","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",34,"5",7,0,17,"2x"
20180214,"021418Xim_WT_AW3","AW","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",40,"5",10,0,18,"2x"
20180214,"021418Xim_WT_AW4","AW","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",46,"5",10,1,23,"4x"
20180214,"021418Xim_WT_AW5","AW","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",30,"5",16,0,13,"2x"
20180214,"021418Xim_WT_AW6","AW","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",25,"5",6,0,8,"1x"
20180214,"021418Xim_WT_AW7","AW","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",39,"5",16,0,14,"2x"
20180214,"021418Xim_WT_AW8","AW","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",42,"5",8,2,17,"2x"
20180214,"021418Xim_WT_AW9","AW","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",32,"5",5,2,16,"2x"
20180214,"021418Xim_WT_AX10","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",59,"8-12",13,0,45,"8x"
20180214,"021418Xim_WT_AX11","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",59,"8-12",15,0,44,"8x"
20180214,"021418Xim_WT_AX12","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",68,"8-12",23,7,35,"4x"
20180214,"021418Xim_WT_AX13","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",67,"8-12",10,1,56,"8x"
20180214,"021418Xim_WT_AX3","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",63,"8-12",16,0,34,"4x"
20180214,"021418Xim_WT_AX4","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",54,"8-12",3,7,17,"2x"
20180214,"021418Xim_WT_AX5","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",71,"8-12",21,1,42,"8x"
20180214,"021418Xim_WT_AX6","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",54,"8-12",13,2,37,"4x"
20180214,"021418Xim_WT_AX7","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",60,"8-12",26,0,31,"4x"
20180214,"021418Xim_WT_AX8","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",59,"8-12",20,3,33,"4x"
20180214,"021418Xim_WT_AX9","AX","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",44,"8-12",22,0,20,"4x"
20180222,"022218Xim_WT_AY4","AY","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",37,"2",8,3,7,"1x"
20180222,"022218Xim_WT_AY5","AY","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",30,"2",2,4,4,"0.5x"
20180222,"022218Xim_WT_AY6","AY","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",23,"2",1,0,2,"0.5x"
20180222,"022218Xim_WT_AZ3","AZ","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",26,"2",5,1,2,"0.5x"
20180222,"022218Xim_WT_AZ5","AZ","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",16,"2",1,0,4,"0.5x"
20180222,"022218Xim_WT_AZ6","AZ","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",26,"2",4,5,3,"0.5x"
20180222,"022218Xim_WT_AZ8","AZ","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",23,"2",4,1,2,"0.5x"
20180222,"022218Xim_WT_BA3","BA","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",21,"8-12",6,3,5,"1x"
20180222,"022218Xim_WT_BA4","BA","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",20,"8-12",4,0,4,"0.5x"
20180222,"022218Xim_WT_BA5","BA","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",31,"8-12",4,2,10,"2x"
20180222,"022218Xim_WT_BA6","BA","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",22,"8-12",4,0,6,"1x"
20180222,"022218Xim_WT_BA7","BA","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",33,"8-12",3,2,2,"0.5x"
20180405,"040518Xim_WT_BE7","BE","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",16,"8-12",11,1,4,"0.5x"
20180405,"040518Xim_WT_BF6","BF","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",36,"8-12",22,9,5,"1x"
20180405,"040518Xim_WT_BF7","BF","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",60,"8-12",8,46,6,"1x"
20180405,"040518Xim_WT_BF8","BF","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",48,"8-12",24,18,6,"1x"
20180405,"040518Xim_WT_BG5","BG","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",37,"8-12",16,17,4,"0.5x"
20180405,"040518Xim_WT_BG6","BG","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",27,"8-12",6,7,3,"0.5x"
20180412,"041218Xim_WT_BH10","BH","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",22,"8-12",10,7,4,"0.5x"
20180412,"041218Xim_WT_BH11","BH","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",19,"8-12",10,1,4,"0.5x"
20180412,"041218Xim_WT_BH12","BH","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",27,"8-12",16,6,2,"0.5x"
20180412,"041218Xim_WT_BH13","BH","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",20,"8-12",9,6,4,"0.5x"
20180412,"041218Xim_WT_BH14","BH","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",37,"8-12",18,16,3,"0.5x"
20180412,"041218Xim_WT_BH9","BH","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",14,"8-12",8,4,2,"0.5x"
20180412,"041218Xim_WT_BI8","BI","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",47,"8-12",25,18,2,"0.5x"
20180412,"041218Xim_WT_BJ4","BJ","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",38,"8-12",23,5,6,"1x"
20180713,"071318Xim_WT_BV10","BV","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",64,"8-12",27,3,34,"4x"
20180713,"071318Xim_WT_BV11","BV","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",64,"8-12",31,0,33,"4x"
20180713,"071318Xim_WT_BV3","BV","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",49,"8-12",17,0,32,"4x"
20180713,"071318Xim_WT_BV4","BV","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",55,"8-12",29,5,21,"4x"
20180713,"071318Xim_WT_BV5","BV","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",54,"8-12",24,12,18,"2x"
20180713,"071318Xim_WT_BV6","BV","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",69,"8-12",26,2,41,"8x"
20180713,"071318Xim_WT_BV7","BV","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",60,"8-12",20,1,39,"4x"
20180713,"071318Xim_WT_BV8","BV","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",34,"8-12",16,3,15,"2x"
20180713,"071318Xim_WT_BV9","BV","wt","8cell","Chimera","S/LIF","H2B-tdTomato","wt",54,"8-12",7,0,47,"8x"
20180713,"071318Xim_WT_BW10","BW","ko","8cell","Chimera","S/LIF","H2B-tdTomato","wt",90,"8-12",32,0,58,"8x"
20180713,"071318Xim_WT_BW4","BW","ko","8cell","Chimera","S/LIF","H2B-tdTomato","wt",91,"8-12",26,2,63,"8x"
20180713,"071318Xim_WT_BW5","BW","ko","8cell","Chimera","S/LIF","H2B-tdTomato","wt",51,"8-12",18,11,22,"4x"
20180713,"071318Xim_WT_BW7","BW","ko","8cell","Chimera","S/LIF","H2B-tdTomato","wt",52,"8-12",27,4,21,"4x"
20180715,"071518Xim_F4_BY2","BY","ko","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",52,"8-12",0,49,2,"0.5x"
20180715,"071518Xim_F4_BY3","BY","fl/ko","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",54,"8-12",8,42,4,"0.5x"
20180715,"071518Xim_WT_BX2","BX","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",29,"8-12",12,14,3,"0.5x"
20180715,"071518Xim_WT_BX6","BX","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",46,"8-12",24,15,6,"1x"
20180716,"071618Xim_WT_BZ4","BZ","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",50,"8-12",26,12,12,"2x"
20180716,"071618Xim_WT_BZ9","BZ","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",41,"8-12",26,14,1,"0.5x"
20180724,"072418Xim_F4_CE6","CE","ko","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",62,"8-12",0,61,1,"0.5x"
20180724,"072418Xim_WT_CC5","CC","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",59,"8-12",28,27,3,"0.5x"
20180724,"072418Xim_WT_CC6","CC","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",56,"8-12",26,23,7,"1x"
20180724,"072418Xim_WT_CC7","CC","wt","blastocyst","Chimera","S/LIF","H2B-tdTomato","wt",43,"8-12",22,10,10,"2x"
20180801,"080118Xim_F4_CJ6","CJ","ko","blastocyst","Chimera","2i/LIF","H2B-tdTomato","wt",49,"8-12",0,39,10,"2x"
20180801,"080118Xim_F4_CJ7","CJ","ko","blastocyst","Chimera","2i/LIF","H2B-tdTomato","wt",30,"8-12",11,5,14,"2x"
20180801,"080118Xim_WT_CF10","CF","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",18,"8-12",12,0,6,"1x"
20180801,"080118Xim_WT_CF11","CF","wt","8cell","Chimera","2i/LIF","H2B-tdTomato","wt",33,"8-12",15,0,18,"2x"
